"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"20","If you're house-hunting for a property outside Dublin but don’t want to be hours away from the capital, Liscorrie c… https://t.co/OkyjCLeUJS",FALSE,1,NA,2019-09-25 16:40:01,TRUE,NA,"1176899165412110336",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"21","Potential buyers will be spoiled for choice at Drumnigh Manor in Portmarnock, north Co Dublin, with six styles of h… https://t.co/sS9F3cz7M5",FALSE,1,NA,2019-09-25 07:05:03,TRUE,NA,"1176754468609769472",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"22","From a sprawling Galway mansion with a gym and sauna, to a stunning property on the coast in Co Cork this is what y… https://t.co/RbY3h8lozt",FALSE,1,NA,2019-09-24 16:40:03,TRUE,NA,"1176536784790011907",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"23","House Prices in Dublin are lower for the first time in 25 quarters.

Check out the full report here;… https://t.co/B359jzOVUc",FALSE,1,NA,2019-09-24 14:30:38,TRUE,NA,"1176504218611572736",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"24","Last chance to acquire a new home in Ard Aoibhinn, a successful development offering 4 detached four bedroom homes,… https://t.co/0uMOqf3YYK",FALSE,0,NA,2019-09-24 13:27:05,TRUE,NA,"1176488225608740864",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"25","Four of a Kind: Homes with cosy fireplaces. <U+0001F525>
As the days get shorter and the temperatures drop, not much beats com… https://t.co/vOQ5YS0a9j",FALSE,2,NA,2019-09-24 07:05:01,TRUE,NA,"1176392076008853506",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"26","Sure to impress anyone who likes to soak in a hot bath after a long day, the ground floor features a large bathroom… https://t.co/a36Kp6hw1V",FALSE,2,NA,2019-09-23 16:40:01,TRUE,NA,"1176174388653240321",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"27","Doire Fea is an exclusive new development of family homes located in the heart of Moycullen Village, Galway. The sp… https://t.co/wj7n9TOUse",FALSE,0,NA,2019-09-23 16:10:40,TRUE,NA,"1176167004883038208",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"28","Saoirse Ronan is selling her magnificent home in Co. Wicklow. Check out that Hollywood kitchen! <U+0001F60D>… https://t.co/BZz6TgL9Ml",FALSE,3,NA,2019-09-23 14:26:13,TRUE,NA,"1176140718764675072",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"29","The average house price in Ireland is now €257k. 
Check out the full 2019 Q3 House Price Report here;… https://t.co/7tt9kpqeKh",FALSE,1,NA,2019-09-22 16:38:03,TRUE,NA,"1175811505184485377",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"30","Great news for home buyers in Dublin!

See the full report here;
https://t.co/3JXlshS76v https://t.co/w8zj7DA5nj",FALSE,1,NA,2019-09-22 11:35:01,FALSE,NA,"1175735246676987904",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",1,FALSE,FALSE,NA,NA
"31","South County Dublin remains the most expensive place to buy in Ireland.

See the full 2019 Q3 House Price Report he… https://t.co/BnkjRWTp9s",FALSE,2,NA,2019-09-22 06:00:02,TRUE,NA,"1175650946828951554",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"32","Dundalk is currently experiencing positive changes with a substantial number of multi national corporations recogni… https://t.co/lOAcpKi1Sh",FALSE,0,NA,2019-09-21 07:05:00,TRUE,NA,"1175304908112891904",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"33","Marlmount is located in a privileged setting to the south of Dundalk on the Old Dublin Road, a short stroll to the… https://t.co/sEOEf7aG5p",FALSE,0,NA,2019-09-20 07:05:07,TRUE,NA,"1174942546608324610",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"34","Hidden beneath this unique facade lies spacious accommodation, and the light filled accommodation is enhanced with… https://t.co/lIewo8SYry",FALSE,0,NA,2019-09-19 16:40:04,TRUE,NA,"1174724852240060416",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"35","This home has serious style and flair. Check out the sitting room with feature stove, large picture window overlook… https://t.co/eBGjmAtb3g",FALSE,0,NA,2019-09-19 07:05:02,TRUE,NA,"1174580140803837958",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"36","Last phase of spacious 3, 4 &amp; 5 bedroom family homes now for sale at Castlechurch with prices commencing at 375,000… https://t.co/a5SHNIghQ7",FALSE,0,NA,2019-09-18 16:40:05,TRUE,NA,"1174362469415956480",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"37","Dun Rioga in Dunshaughlin is an exciting new scheme by Castlethorn. It will comprise of about 142 superior quality… https://t.co/z0kT9m8ipk",FALSE,0,NA,2019-09-18 16:08:52,TRUE,NA,"1174354609772605440",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"38","From a sprawling Galway mansion with a gym and sauna, to a stunning property on the coast in Co Cork, this is what… https://t.co/ctHi3zhiGk",FALSE,1,NA,2019-09-15 07:05:01,TRUE,NA,"1173130584853491713",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"39","Whether you’re on the hunt for an open-plan, double-height home in Kildare or stone and timber build in Sligo, thes… https://t.co/AO6iZ03pWh",FALSE,1,NA,2019-09-14 16:03:01,TRUE,NA,"1172903589360132099",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"40","Redesigned and extended to over three times its original size, Number 19 boasts a range of unique and eye-catching… https://t.co/7C4z0hLJWi",FALSE,0,NA,2019-09-14 07:05:01,TRUE,NA,"1172768197638074368",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"41","Number 13 homes are almost €5,000 cheaper. Would you consider buying one?

https://t.co/FL6MLMwBhD https://t.co/HOmuq4ALaD",FALSE,0,NA,2019-09-13 15:36:02,FALSE,NA,"1172534409007964160",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"42","Would you close your house sale on Friday 13th?
If you wouldn't, you're not alone.

https://t.co/FL6MLMwBhD https://t.co/zz4IJ8Sfrn",FALSE,0,NA,2019-09-13 13:00:13,FALSE,NA,"1172495194991845377",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"43","Number 13 homes are cheaper than the houses next door. 
Would you be brave enough to buy one?… https://t.co/S5R4XctS8r",FALSE,1,NA,2019-09-13 11:33:30,TRUE,NA,"1172473371940052992",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"44","If the term ‘fixer upper’ sends shivers down your spine and you’re looking for a property that only leaves the task… https://t.co/cznuhxMhCW",FALSE,1,NA,2019-09-13 09:55:44,TRUE,NA,"1172448769293475840",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"45","This house in Portarlington is truly something special. 
Take a look inside this Georgian gem and see an impeccably… https://t.co/td9axtP7eS",FALSE,0,NA,2019-09-11 09:22:42,TRUE,NA,"1171715682871980032",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"46","Check out these 10 beautiful homes that have basements.

https://t.co/iPC5CYlUId https://t.co/F5hYLVL7qr",FALSE,0,NA,2019-09-09 16:40:01,FALSE,NA,"1171100960250351616",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"47","One of the biggest draws for The Willows is the local area. The town counts 2 primary schools and a secondary schoo… https://t.co/PmpBCG3jmS",FALSE,0,NA,2019-09-09 07:05:01,TRUE,NA,"1170956255210422272",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"48","Modern, spacious living can be hard to come by when you’re hoping to live close to Dublin’s city centre, but these… https://t.co/Moep80p7OX",FALSE,0,NA,2019-09-08 16:03:02,TRUE,NA,"1170729264112656384",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"49","This week, the budget is exactly €450,000. From a detached home with a lovely patio in Clare, to a fixer-upper on t… https://t.co/jkPn84IxGI",FALSE,0,NA,2019-09-08 07:05:02,TRUE,NA,"1170593873967702016",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"50","These historic homes have all retained many of the architectural details that make them special, but they each have… https://t.co/oeGKoLF8oy",FALSE,0,NA,2019-09-07 16:03:01,TRUE,NA,"1170366873155899399",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"51","Fancy a home that was built with a secret servants’ passageway?

https://t.co/cZtSDOlrna https://t.co/HfuWsfwBk3",FALSE,0,NA,2019-09-07 07:05:01,FALSE,NA,"1170231480615874560",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"52","Sloping down the lawn to the bay, the property also has several outbuildings, an orchard, two staff cottages and a… https://t.co/2yCumyCbRY",FALSE,0,NA,2019-09-06 14:01:27,TRUE,NA,"1169973891000918016",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"53","Four of a Kind; Large Detached Family Homes.

https://t.co/EEuFn3Mdux https://t.co/mj2EZsFDn7",FALSE,2,NA,2019-09-04 16:40:02,FALSE,NA,"1169289023640276994",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"54","On the market for €595,000, the current owners transformed the former hunting lodge, originally built in 1820, with… https://t.co/WJy706htom",FALSE,1,NA,2019-09-04 07:05:02,TRUE,NA,"1169144319812481024",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"55","This 50-acre estate in Co Tipperary includes a five-bedroom, fully restored and refurbished main house, in addition… https://t.co/cBh74ZIU7p",FALSE,1,NA,2019-09-03 16:40:05,TRUE,NA,"1168926648869236737",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"56","Stunning new 3 &amp; 4 bedroom family homes in Tullamore, Co Offaly are now available for sale. The very first Show Hou… https://t.co/o0yNGwZ24I",FALSE,0,NA,2019-09-03 15:50:22,TRUE,NA,"1168914136702640128",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"57","Final phase of this new development is launching this weekend. Kinsale Manor is a stunning new residential developm… https://t.co/BekNspBQ2f",FALSE,0,NA,2019-09-03 07:05:02,TRUE,NA,"1168781932521504768",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"58","The next phase of this development has just launched in Rathcoole, Co Dublin.
These homes come with large open gree… https://t.co/8M2hET8btX",FALSE,2,NA,2019-09-02 16:40:01,TRUE,NA,"1168564245627330565",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"59","Check out these stylish new homes in Limerick. Open viewings are this Tuesday between 5 and 6.30pm. <U+0001F60D>… https://t.co/E3EeMdVSp3",FALSE,0,NA,2019-09-02 11:40:01,TRUE,NA,"1168488746393722880",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"60","Phase 2 of this development is launching this month which will bring 3 &amp; 4 bedroom homes to the market.
With 6 prop… https://t.co/bHt0oU7D9j",FALSE,0,NA,2019-09-02 08:42:58,TRUE,NA,"1168444190151323649",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"61","@BriBru91 Hi Brian, thanks for getting in touch. As we do not deal with the properties directly, we would advise yo… https://t.co/M3BWh9fO7I",FALSE,0,"BriBru91",2019-08-29 11:15:22,TRUE,"1167006230570852352","1167032991551545344","385089435","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","daftmedia",0,FALSE,FALSE,NA,NA
"62","Broadmeadow Vale has already been quite popular with home-buyers, who have snapped up all of the two-, three, and f… https://t.co/hGAtmUXAHV",FALSE,1,NA,2019-08-27 07:05:01,TRUE,NA,"1166245215868469248",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"63","Elsmore offers beautifully landscaped green spaces, a close and growing community, and easy access to commuter rout… https://t.co/7Bh5K0AuuG",FALSE,0,NA,2019-08-26 16:40:02,TRUE,NA,"1166027534590455808",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"64","Check out these 10 homes that come with their own hot tubs!

https://t.co/wZQCQ9CcaJ https://t.co/T4SlbbgDcg",FALSE,2,NA,2019-08-26 07:05:01,FALSE,NA,"1165882826945904640",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"65","Check out some of the best homes for sale for €300k across the country.

https://t.co/qKq1tz2xF5 https://t.co/4ssUekYLuE",FALSE,1,NA,2019-08-25 16:03:01,FALSE,NA,"1165655832647929856",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"66","Got your heart set on three bed semi-d? Check out these four that are for sale across Ireland. <U+0001F3E1>… https://t.co/esfqOZBlX2",FALSE,0,NA,2019-08-25 07:05:01,TRUE,NA,"1165520438157594624",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"67","For the weekly Something Different feature, the Journal normally chooses homes that have a standout aspect, unusual… https://t.co/5wGggVevjF",FALSE,0,NA,2019-08-24 16:03:00,TRUE,NA,"1165293440403423232",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"68","Take a look inside this magnificent 1800s true Georgian Rectory in stunning countryside location in Kilmeaden just… https://t.co/23st0pPKA0",FALSE,0,NA,2019-08-24 07:05:01,TRUE,NA,"1165158049767677953",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"69","Brentwood is no ordinary Victorian property. Measuring an impressive 6,480 sq ft, library, dining room, drawing roo… https://t.co/XO7QlfdbJI",FALSE,2,NA,2019-08-23 14:14:10,TRUE,NA,"1164903661622976512",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"70","In this report, for the first time, we have including data, courtesy of @LIVconsult, on the building and planning a… https://t.co/ogewnlPZvq",FALSE,3,NA,2019-08-22 16:40:02,TRUE,NA,"1164577981236490241",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",1,FALSE,FALSE,NA,NA
"71","@Peadarpedro Hi Pedro, thanks for getting in touch. We appreciate all user feedback on our site, and we have forwar… https://t.co/EPqB0OEQsG",FALSE,0,"Peadarpedro",2019-08-22 14:48:34,TRUE,"1164536557715501056","1164549931719385093","1089109908912566273","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","daftmedia",0,FALSE,FALSE,NA,NA
"72","Limerick leads as the city centre region with the largest difference between average rent and mortgage rates.

Chec… https://t.co/8KOIiIL2GE",FALSE,0,NA,2019-08-22 07:05:01,TRUE,NA,"1164433274657226753",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"73","Check out the full 2019 Q2 Daft Rental Report here;

https://t.co/C6Iy4Svzqj https://t.co/foIf292NsQ",FALSE,0,NA,2019-08-21 16:40:06,FALSE,NA,"1164215611301531656",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"74","These charts, courtesy of @LIVconsult, show the scale of development planned for Dublin and Cork, with some complet… https://t.co/VoWmJnyjuy",FALSE,1,NA,2019-08-20 10:35:52,TRUE,NA,"1163761562458497024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","daftmedia",1,FALSE,FALSE,NA,NA
"75","There are roughly 25,000 new Build-to-rent homes being planned or built currently. 
Find out more in this recent 20… https://t.co/LO0O6o8m7P",FALSE,1,NA,2019-08-20 09:00:09,TRUE,NA,"1163737472972595200",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"76","On May 1st there were only 2,700 homes available to rent in the entire country.

Check out the full 2019 Q2 Daft Re… https://t.co/99BX9WepOM",FALSE,0,NA,2019-08-20 07:00:19,TRUE,NA,"1163707315050221569",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",2,FALSE,FALSE,NA,NA
"77","Rents rose by an average of 6.7% nationwide compared to June last year.
Check out the full 2019 Q2 Daft Rental Repo… https://t.co/A1lNvs6tSH",FALSE,3,NA,2019-08-20 05:00:09,TRUE,NA,"1163677075913531392",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",2,FALSE,FALSE,NA,NA
"78","Check out some of the best duplex apartments on the market right now.

https://t.co/70lGs2JRXE https://t.co/FfbF0kQHIE",FALSE,0,NA,2019-08-18 16:03:01,FALSE,NA,"1163119114568785920",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"79","Here's what you can get in Ireland for €500k on the nose!

https://t.co/j6tgzhCiwL https://t.co/dvFvzPZHsP",FALSE,0,NA,2019-08-18 07:05:02,FALSE,NA,"1162983726151872512",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"80","If you love hosting guests and enjoy nothing more than spending time creating a dish in the kitchen, one of these h… https://t.co/hSqpoeT3FC",FALSE,0,NA,2019-08-17 16:03:02,TRUE,NA,"1162756730901676041",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"81","Ever dreamed of a secret hot press? This home has one concealed behind bookshelves.

https://t.co/WRhkVOhPDs https://t.co/CMthS7FVtS",FALSE,0,NA,2019-08-17 07:05:01,FALSE,NA,"1162621336403009536",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"82","Take a look at this lovely family home for sale in Co. Kildare. <U+0001F3E0>

https://t.co/nHupL74SaW",FALSE,0,NA,2019-08-16 13:41:43,FALSE,NA,"1162358780392292352",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"83","@webquake hi please contact support@daft.ie and we can look at this further for you, thanks",FALSE,1,"webquake",2019-08-16 12:37:19,FALSE,"1162340510608048128","1162342575354916870","50088877","<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>","daftmedia",0,FALSE,FALSE,NA,NA
"84","Positioned on an elevated and private site, this impressive residence boasts panoramic views of Lough Leane and Mac… https://t.co/fQboEQEWgB",FALSE,1,NA,2019-08-16 11:13:03,TRUE,NA,"1162321366567280643",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"85","Check out some of the best homes for sale in Dublin under €350k.

https://t.co/Q5Pf7HItHf https://t.co/41exkk3XSe",FALSE,1,NA,2019-08-13 16:40:01,FALSE,NA,"1161316487468068869",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
"86","Check out some of the best homes for sale in Dublin for over €350k.

https://t.co/T2Heegm7LT https://t.co/drV14sTPWS",FALSE,0,NA,2019-08-13 07:05:02,FALSE,NA,"1161171788895784960",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","daftmedia",0,FALSE,FALSE,NA,NA
